29.0454,30.2472
28.3432,29.1354
27.2727,27.6009
27.1333,27.3844
26.8328,27.0564
26.7931,29.4422
26.5855,29.0744
24.3057,29.5147
23.854,25.3464
23.5897,24.2457
22.783,26.4
22.6677,24.5184
22.6412,23.3564
22.5705,22.6071
22.537,22.7437
22.1906,26.1515
20.8362,20.9767
20.3919,22.8334
20.3199,20.4555
19.7807,20.6338
19.7787,28.9738
19.5144,20.3216
19.2564,21.7395
19.155,20.3622
19.0863,19.3635
18.8711,21.6203
18.8481,19.1552
18.8408,19.8286
18.4896,20.6449
18.3038,20.3101
18.2888,21.5609
18.1958,21.7222
17.6677,20.1257
17.5626,19.7291
17.4505,20.9772
17.4446,20.0924
17.3297,27.0935
17.3243,17.9279
16.9673,17.2502
16.8364,18.4281
16.8358,17.0722
16.7773,22.4929
16.6851,21.6116
16.6563,19.2103
16.5926,23.2368
16.59,20.967
16.5067,18.8419
16.3766,20.928
16.2991,27.1702
16.2377,33.1241
16.0116,17.8801
15.9806,16.6788
15.9138,23.1679
15.8783,16.0215
15.8329,16.3368
15.8,18.14
15.7877,18.6135
15.6674,16.073
15.6285,18.4163
15.5531,16.1625
15.4969,16.1605
15.4486,15.5822
15.4249,28.3463
15.3634,15.6223
15.3364,15.9196
15.3273,22.7656
15.2305,23.8163
15.1894,15.8595
15.1875,15.8588
14.8658,15.4302
14.7489,14.9127
14.7231,28.1345
14.6839,27.1332
14.2584,15.0154
14.2482,17.2931
14.1428,14.2436
14.1002,15.2322
14.0016,14.0991
13.9812,31.3663
13.9284,15.4019
13.8992,14.0922
13.8641,15.6259
13.7979,14.7542
13.7971,17.2242
13.7917,16.1089
13.788,20.2426
13.6945,14.2127
13.6116,14.1246
13.5706,28.75
13.526,15.0282
13.3031,15.5333
13.2714,13.9216
13.0957,19.8116
13.0309,13.0487
12.9869,20.7785
12.9005,18.0789
12.7099,13.2006
12.6134,13.7266
12.5264,14.3906
12.3491,16.7036
12.2779,12.5634
12.1848,13.0698
12.1479,12.6344
12.0711,21.7603
12.0289,18.1883
11.8436,12.9621
11.6752,12.2968
11.6498,29.2588
11.5756,23.8262
11.335,21.624
11.2623,17.9813
11.256,11.4266
11.1018,27.5546
10.969,15.0299
10.9689,11.835
10.7703,11.2518
10.6783,11.5227
10.6008,11.9115
10.4035,31.2444
10.3752,16.0205
10.1852,15.6545
10.1036,16.6537
10.1032,13.8751
10.0424,10.5585
10.0174,11.0704
9.94028,29.1007
9.89541,17.0014
9.86953,15.8022
9.49013,22.1456
9.44171,18.9856
9.43133,10.1175
8.91969,12.4059
7.96004,7.98103
7.73066,7.83609
7.64348,23.8781
7.04111,13.7011
6.72574,8.14233
6.7082,7.49567
6.68914,6.7153
6.6472,8.246
6.60474,6.66032
6.57962,7.37098
6.57223,16.744
6.44884,11.1573
6.42226,7.01302
6.40865,6.62615
6.39763,6.46407
6.36793,6.83534
6.33752,6.59204
6.3287,6.86543
6.32274,6.89515
6.3056,6.34878
6.30316,8.06003
6.29458,25.1873
6.28129,6.3293
6.27112,6.27299
6.26595,20.2893
6.26132,6.32456
6.25894,6.42765
6.25039,6.7023
6.24929,6.46097
6.24356,6.33827
6.24039,6.27663
6.23946,6.40054
6.23234,6.87899
6.21181,7.81025
6.21179,7.07326
6.20291,6.44182
6.20102,6.5778
6.20001,7.63811
6.18809,7.86876
6.17434,7.206
6.17284,7.40105
6.17275,6.53027
6.17141,6.83551
6.16845,6.55661
6.16794,6.34534
6.16457,6.16585
6.16234,6.18244
6.15707,6.17847
6.15406,6.47412
6.15207,6.18506
6.15113,6.61172
6.14997,6.38393
6.14524,6.25354
6.1316,6.2254
6.12801,6.1643
6.12425,6.52217
6.12191,6.26258
6.11962,6.26418
6.11765,7.86576
6.11679,6.41652
6.11309,6.59914
6.11304,6.99889
6.11138,7.18625
6.1096,6.33433
6.09952,6.26263
6.09908,6.75242
6.08684,6.1941
6.08276,6.61203
6.08276,6.099
6.0797,6.094
6.07967,7.52559
6.07358,6.45574
6.07306,6.32356
6.06942,6.08276
6.06179,6.1077
6.05248,6.23692
6.05211,7.22796
6.04362,6.3886
6.04253,6.37962
6.04186,6.45013
6.04152,6.26498
6.04116,6.26258
6.03455,6.33755
6.02976,7.29043
6.02775,6.11433
6.02756,7.10845
6.02698,6.21165
6.02655,6.03366
6.02145,7.64213
6.0208,6.3809
6.0208,7.58484
6.01678,6.04152
6.01322,6.13496
6.01041,6.34452
6.01004,6.56038
6.00805,6.27754
6.0027,6.13767
6.00167,6.17719
6.00082,6.06542
6.00031,6.46203
6,6.38008
6,6.03302
6,6.08732
5.99884,6.13515
5.99733,6.03254
5.9913,6.05364
5.9872,6.07328
5.98592,6.08682
5.9848,6.23909
5.98115,7.58585
5.98096,6.33781
5.97795,6.44049
5.97659,6.94662
5.97277,7.04002
5.97272,6.27753
5.96824,7.7874
5.968,6.01323
5.96754,6.13397
5.9595,6.23914
5.95584,6.07041
5.95273,6.06845
5.94643,6.86598
5.9456,6.06589
5.94486,6.23152
5.94484,6.19641
5.94389,6
5.94175,6.0208
5.94061,6.12147
5.94,6.09901
5.93952,6.24451
5.93948,5.94375
5.93614,6.02973
5.93563,5.98313
5.93319,6.83582
5.93025,5.98028
5.92998,6.50096
5.92282,6.08276
5.92007,6.06852
5.91558,11.8705
5.91359,6.03623
5.91354,6.67711
5.91199,6.22507
5.90814,6.13161
5.9077,24.7268
5.90745,5.925
5.90593,6.04013
5.90368,6.32978
5.89924,6.00182
5.89796,6.17301
5.89481,6.54963
5.8924,6.16635
5.89086,6.14951
5.88795,6.04152
5.88641,6.1106
5.88533,6.64863
5.88431,6.26259
5.88275,5.93779
5.8814,6.43461
5.88069,6.40019
5.87903,5.91353
5.87678,6.34748
5.87247,6.00828
5.86879,6.24682
5.86875,6.04172
5.86733,5.97243
5.86437,6.03257
5.86427,6.01414
5.86387,9.67115
5.86376,6.07716
5.86258,5.97842
5.86008,5.87306
5.85636,6.05919
5.85611,6.47594
5.85572,5.93247
5.85447,6.3295
5.85047,5.98031
5.8433,6.31588
5.84043,7.18518
5.83968,6.00181
5.83885,6.19175
5.83769,6.60947
5.83704,6.06832
5.83401,6.65011
5.83166,6.30405
5.83095,6.30663
5.83095,5.90109
5.83095,6.04187
5.83095,6.36178
5.83095,7.34983
5.82983,5.86234
5.82815,7.39373
5.8253,6.14495
5.82385,7.68647
5.8228,6.95716
5.82218,6.79101
5.82067,6.42741
5.82001,5.87554
5.81932,6.13008
5.81854,7.18349
5.81662,6.02881
5.81614,6.35435
5.81554,6.06601
5.81298,6.22282
5.81125,6.93955
5.81014,6.33071
5.80794,6.28013
5.80757,6.57222
5.80756,6.0748
5.80725,6.80331
5.80724,6.08276
5.80714,6.18279
5.80536,7.32628
5.80534,7.02399
5.80344,6.12207
5.79966,6.57362
5.79743,5.99286
5.79662,6.5159
5.79565,7.25756
5.79536,6.05031
5.79436,5.82103
5.794,6.69999
5.79396,6.20823
5.79168,6.20621
5.79,6.27408
5.78983,5.90019
5.788,5.92603
5.7877,6.17457
5.786,5.83095
5.78557,6.1237
5.78449,6.94918
5.78395,6.25847
5.78347,6.55788
5.78281,6.00166
5.78253,5.99835
5.78237,5.85324
5.78236,6.29242
5.78,6.33489
5.77856,5.85533
5.77408,5.819
5.77397,5.95589
5.77033,5.97929
5.76993,5.88483
5.76986,6.07046
5.76903,5.88982
5.76667,6.96626
5.76612,6.17661
5.76602,6.84692
5.76594,6.73224
5.76589,6.40312
5.76555,5.83095
5.76316,6.12853
5.76292,6.28895
5.76018,5.94471
5.75196,6.17537
5.7515,5.85995
5.74079,5.9353
5.73873,5.88616
5.7382,5.87799
5.73097,6.06618
5.73085,6.63222
5.73062,9.92824
5.73062,5.94021
5.72982,5.86622
5.72603,5.74939
5.72574,6.06845
5.72563,6.46417
5.724,6.1804
5.72379,7.07843
5.7229,5.84685
5.72174,6.54935
5.72128,5.75138
5.71995,6.02589
5.71614,7.02399
5.71375,5.93531
5.71119,5.83095
5.71119,5.88103
5.71118,6.15003
5.71079,6.08044
5.70641,6.74867
5.70449,6.15329
5.70416,7.25713
5.70415,6.73451
5.70022,6.3166
5.69957,5.98111
5.69869,6.01664
5.69607,5.72379
5.69478,5.79502
5.69305,6.06225
5.69191,5.87678
5.69087,6.01382
5.69087,5.97346
5.68941,5.87841
5.68688,6.13161
5.68601,5.77283
5.686,6.00257
5.68406,6.62689
5.684,5.94011
5.68371,6.20633
5.68231,6.28169
5.68171,7
5.68139,5.80547
5.68107,5.77043
5.67733,6.48205
5.67427,6.28404
5.67426,6.00024
5.67411,5.82218
5.67157,6.06026
5.67117,5.98532
5.67003,5.77604
5.66989,6.14823
5.66982,5.68001
5.66466,5.79691
5.66392,6.24544
5.66286,6.07634
5.66198,6.08276
5.65916,5.97734
5.65761,5.77898
5.65685,5.66102
5.65685,5.92002
5.65685,6.17989
5.65645,6.35476
5.65517,5.94034
5.65353,6.31114
5.65307,6.24405
5.65266,6.43188
5.65212,7.27864
5.65211,5.69224
5.65199,7.47691
5.65171,5.92923
5.65143,5.90367
5.65001,6.79397
5.64901,7.35175
5.64901,5.67861
5.64898,6.10007
5.64852,6.85519
5.6478,5.91301
5.63828,6
5.63499,6.02797
5.633,6.08818
5.63206,7.05017
5.63105,5.93005
5.63105,5.66719
5.62874,6.28486
5.628,5.88715
5.628,6.91439
5.62706,6.72681
5.62274,5.90711
5.62117,6.36872
5.62005,5.98018
5.61849,5.65752
5.61121,7.03092
5.61005,6.42354
5.60981,6.32979
5.60947,6.0803
5.60937,6.89407
5.60666,5.95802
5.60433,7.46628
5.60347,6.02905
5.59955,6.52989
5.59931,5.6397
5.59721,6.58368
5.59522,6.67138
5.59336,7.88705
5.59151,5.79939
5.59089,6.75237
5.59017,6.04152
5.58982,5.68877
5.58826,5.69
5.58572,6.13467
5.58516,5.89272
5.58428,5.91354
5.5837,6.12513
5.58299,6.37387
5.57519,5.69232
5.57204,5.93246
5.57201,7.36261
5.57004,6.43525
5.56622,5.94938
5.56534,6.42008
5.56037,6.16417
5.56037,6.8184
5.55952,5.78663
5.55889,6.39559
5.55697,5.62685
5.5517,6.47137
5.54707,5.64613
5.5433,8.35532
5.54155,7.42322
5.54032,5.65685
5.53823,6.13982
5.53784,5.56232
5.53109,9.89664
5.52866,6.27551
5.52783,5.74195
5.5265,6.17825
5.52467,5.92498
5.52268,5.70088
5.51934,5.8878
5.51553,5.81742
5.51543,5.53362
5.51415,5.71995
5.51295,5.81875
5.51192,5.93907
5.51192,5.9851
5.51149,7.10079
5.51019,5.53582
5.50401,5.62192
5.50153,5.51966
5.49707,5.93244
5.49102,5.98543
5.49097,5.96208
5.48935,6.04857
5.48716,5.79719
5.48644,5.67213
5.48,5.78984
5.47992,5.89369
5.47509,5.58271
5.47487,5.9546
5.47487,5.55645
5.47022,6.69621
5.46829,5.81954
5.46664,5.66646
5.46663,6.19213
5.4624,5.94021
5.46166,5.92995
5.46056,5.47702
5.45876,6.31079
5.4562,5.58815
5.45536,6.65614
5.45173,5.83662
5.44993,5.75034
5.44464,5.54691
5.44415,6.80073
5.44015,6.21672
5.44015,5.98313
5.43647,5.95825
5.43397,5.9073
5.43041,6.32456
5.42944,5.72574
5.42944,5.6364
5.42944,5.4515
5.42755,5.76589
5.42611,6.04175
5.42024,5.81569
5.41509,5.79005
5.41046,5.99921
5.40881,5.75157
5.40835,6.51268
5.40733,5.99817
5.39764,5.76218
5.39727,6.66701
5.39453,6.76658
5.38815,6.43747
5.38804,5.6397
5.38516,6.24093
5.38516,6.09978
5.38516,6.71458
5.38206,6.31659
5.38123,5.95708
5.38001,5.96138
5.37492,5.72764
5.37271,5.38922
5.36825,6.21917
5.36147,5.64146
5.35202,6.56515
5.35102,5.52268
5.35023,5.69506
5.34993,6.48858
5.34614,5.86191
5.3412,5.80159
5.33982,7.23285
5.33405,6.18413
5.31242,7.00436
5.31075,7.01157
5.30925,6.56566
5.29658,6.13926
5.29416,6.17993
5.29351,5.68248
5.28992,6.92014
5.26282,5.98742
5.2437,6.81601
5.24312,7.20967
5.21665,6.63191
5.2154,6.37465
5.20024,6.53404
5.19955,6.1495
5.1893,6.12066
5.18591,5.92707
5.16747,6.14438
5.1574,6.38544
5.15133,5.43454
5.11988,5.5275
5.07162,6.19717
5.06266,5.5294
5.0096,7.34342
5.00225,5.55177
4.88114,7.02435
